Plate,Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Comment [Cell Line],Compound Name,Compound PubChem CID,Compound PubChem URL,Compound Concentration (microMolar),CAS,Compound SMILES,Experimental Condition [DMSO solvent],Control Type,Comment [Control Type Comments],Quality Control,Comment [Quality Control Comments],Channels
Za_BSF019007,A1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E19,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E20,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E21,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E22,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E23,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E24,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,E3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,E9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F19,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F20,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F21,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F22,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F23,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F24,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,F3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,F9,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,G1,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,G10,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,G11,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,G12,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection
Za_BSF019007,G13,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,G14,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,G15,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,G16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
Za_BSF019007,G17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human rhinovirus A16,NCBITaxon,NCBITaxon_31708,HeLa,EFO,EFO_0001185,HeLa Ohio,Bafilomycin A,5702538,https://pubchem.ncbi.nlm.nih.gov/compound/5702538,0.625,88899-55-2,C[C@@H]1C/C(=C/C=C/[C@@H]([C@H](OC(=O)/C(=C/C(=C/[C@H]([C@H]1O)C)/C)/OC)[C@@H](C)[C@H]([C@H](C)[C@]2(C[C@H]([C@@H]([C@H](O2)C(C)C)C)O)O)O)OC)/C ,,positive control,inhibits rhinovirus infection,,,Hoechst:nuclei; GFP:infection
